,0
2010-05-27,103.94186333135637
2010-05-28,103.3601989587064
2010-05-29,103.16612033642343
2010-05-30,102.81125257704451
2010-05-31,101.57127005369009
2010-06-01,102.1254387975582
2010-06-02,101.31356774642337
2010-06-03,101.05700102245324
2010-06-04,100.92279445182777
2010-06-05,101.57728121290582
2010-06-06,101.6999328635467
2010-06-07,101.63957781555575
2010-06-08,100.9191155792025
2010-06-09,100.7102537475753
2010-06-10,100.59179418501571
2010-06-11,101.41013180000165
2010-06-12,102.18311135091275
2010-06-13,102.17650266287868
2010-06-14,101.81215308498734
2010-06-15,101.36048255425524
2010-06-16,101.00109521053457
2010-06-17,100.70757657169153
2010-06-18,101.50103096729958
2010-06-19,101.71676964558773
2010-06-20,101.74512423628228
2010-06-21,101.87983654279603
2010-06-22,101.93146885195992
2010-06-23,102.23723630086205
2010-06-24,102.08001576546135
2010-06-25,101.81370131537257
2010-06-26,101.96106315626096
2010-06-27,102.77780548469528
2010-06-28,102.7436177953343
2010-06-29,103.30287589233349
2010-06-30,104.09178989624617
2010-07-01,103.58898474062974
2010-07-02,104.39459722075289
2010-07-03,104.12332639815193
2010-07-04,104.62967734436862
2010-07-05,103.96205200311117
2010-07-06,103.58338016799328
2010-07-07,104.21388832584657
2010-07-08,104.15612014347242
2010-07-09,103.83904748128255
2010-07-10,103.51249288330247
2010-07-11,104.31417831797978
2010-07-12,104.89552746255535
2010-07-13,104.96906383367013
2010-07-14,104.76470762621209
2010-07-15,104.21745081057001
2010-07-16,104.69887291379258
2010-07-17,105.57631148319115
2010-07-18,105.43315270911387
2010-07-19,105.10940553771076
2010-07-20,105.28427506441136
2010-07-21,105.11969162611123
2010-07-22,105.34281222081302
2010-07-23,104.53496840546441
2010-07-24,104.79482222124238
2010-07-25,104.70678210265186
2010-07-26,104.2985338101583
2010-07-27,104.61720505687487
2010-07-28,104.00522493406889
2010-07-29,104.26693657910535
2010-07-30,104.6730164848399
2010-07-31,104.73876800772852
2010-08-01,105.03524607196843
2010-08-02,105.14043336385899
2010-08-03,104.92471851465675
2010-08-04,104.85614934226149
2010-08-05,105.24003197073162
2010-08-06,104.98027998907295
2010-08-07,104.07480555469031
2010-08-08,104.96728073625272
2010-08-09,106.2387177398567
2010-08-10,105.82620020912859
2010-08-11,105.61075860413337
2010-08-12,103.90095253414353
2010-08-13,103.15237230632448
2010-08-14,103.44825340646288
2010-08-15,104.52263508882756
2010-08-16,104.7443891654646
2010-08-17,105.07617154480124
2010-08-18,105.92630179707099
2010-08-19,106.57791413939528
2010-08-20,105.60753912040661
2010-08-21,104.92633042187775
2010-08-22,105.28261855477732
2010-08-23,105.56609644089316
2010-08-24,105.99984766857975
2010-08-25,105.63005922721678
2010-08-26,103.4474196156502
2010-08-27,102.86774919827639
2010-08-28,102.61243550717249
2010-08-29,101.97177942111647
2010-08-30,101.7799179163103
2010-08-31,100.94434883405819
2010-09-01,101.24270500063759
2010-09-02,101.81051248579509
2010-09-03,101.1846321422317
2010-09-04,100.94237568849378
2010-09-05,100.95995777591278
2010-09-06,101.36555904556923
2010-09-07,101.83063863041666
2010-09-08,102.3016746935434
2010-09-09,102.56859338454983
2010-09-10,101.55580258943972
2010-09-11,101.9612440249721
2010-09-12,101.68170362724818
2010-09-13,102.22168764752624
2010-09-14,101.67347068048083
2010-09-15,101.57190257548183
2010-09-16,101.48921392375996
2010-09-17,99.16964623916326
2010-09-18,99.47923620823698
2010-09-19,99.57335138430842
2010-09-20,99.45826999918314
2010-09-21,99.76874383811992
2010-09-22,100.63427827170477
2010-09-23,100.24046446848926
2010-09-24,99.88323495627517
2010-09-25,99.85692426117197
2010-09-26,100.26711824087866
2010-09-27,100.6851379773941
2010-09-28,99.5418252052503
2010-09-29,100.08796424008047
2010-09-30,100.43080029339826
2010-10-01,100.96870056558558
2010-10-02,100.65230807627374
2010-10-03,100.64332194523391
2010-10-04,101.14757319279425
2010-10-05,100.97460471757633
2010-10-06,101.45611060909967
2010-10-07,101.83351018750406
2010-10-08,101.85748865467403
2010-10-09,101.37465885899346
2010-10-10,100.90939062837234
2010-10-11,100.37141395136085
2010-10-12,99.73875460838202
2010-10-13,100.33096625716193
2010-10-14,99.64463627810109
2010-10-15,99.78909640487568
2010-10-16,99.43037794940949
2010-10-17,98.65285335734288
2010-10-18,99.1868524792107
2010-10-19,98.89532315116566
2010-10-20,98.46467787959384
2010-10-21,98.41876504778217
2010-10-22,99.65545509892779
2010-10-23,98.53859990314771
2010-10-24,98.4677363089403
2010-10-25,98.38343602911502
2010-10-26,98.34212360624825
2010-10-27,98.47635085248615
2010-10-28,97.47393611508882
2010-10-29,97.81068054755899
2010-10-30,97.25249676172632
2010-10-31,98.10504832528633
2010-11-01,98.03173972065325
2010-11-02,98.49039549141789
2010-11-03,98.7388328934172
2010-11-04,98.64627371176661
2010-11-05,98.30611144966454
2010-11-06,98.57982123520156
2010-11-07,99.8386245375855
2010-11-08,99.90085258796948
2010-11-09,99.90011313838396
2010-11-10,99.49513850023438
2010-11-11,98.9670006937817
2010-11-12,99.09562067215873
2010-11-13,98.74140245988322
2010-11-14,100.04852062382663
2010-11-15,100.6349781210479
2010-11-16,100.5014183520041
2010-11-17,100.13715244182661
2010-11-18,100.21510569088548
2010-11-19,99.64044302259477
2010-11-20,99.78635017430506
2010-11-21,99.2947770535039
2010-11-22,98.45948852745707
2010-11-23,98.20364719709485
2010-11-24,97.6242745866721
2010-11-25,97.67477532506037
2010-11-26,97.39257907282358
2010-11-27,97.64526295772214
2010-11-28,97.71071287825401
2010-11-29,97.90319994508485
2010-11-30,97.42736094969744
2010-12-01,98.1347737102074
2010-12-02,99.07671529132209
2010-12-03,99.618509315622
2010-12-04,99.29578446379799
2010-12-05,99.1584872688024
2010-12-06,100.12786742859964
2010-12-07,100.57399058376974
2010-12-08,100.93353750259668
2010-12-09,101.07485418716958
2010-12-10,99.47522258264252
2010-12-11,99.81373820099192
2010-12-12,100.40618958186568
2010-12-13,101.3184954820966
2010-12-14,100.78371690430912
2010-12-15,100.50935025132685
2010-12-16,100.62533642916067
2010-12-17,100.84535743801793
2010-12-18,101.24054455382003
2010-12-19,101.47339471163733
2010-12-20,101.18202083835428
2010-12-21,100.784466578587
2010-12-22,101.31764727936523
2010-12-23,102.1392738600442
2010-12-24,103.05056772084615
2010-12-25,104.20245810456103
2010-12-26,103.74613579868108
2010-12-27,103.44777870386149
2010-12-28,103.384367701591
2010-12-29,104.01147140327008
2010-12-30,103.68603378932202
2010-12-31,103.75014198360827
2011-01-01,103.34866446094952
2011-01-02,103.41364371661209
2011-01-03,103.21651792597038
2011-01-04,103.44002604684441
2011-01-05,104.53667317751865
2011-01-06,104.20242002493114
2011-01-07,102.16244160179473
2011-01-08,101.78194496437918
2011-01-09,102.0638856721267
2011-01-10,101.51656089400088
2011-01-11,102.03340625067459
2011-01-12,102.60873452939785
2011-01-13,103.03105384915713
2011-01-14,103.0797394998521
2011-01-15,102.7904767595581
2011-01-16,102.61451040468263
2011-01-17,102.08113273072901
2011-01-18,102.98537768399495
2011-01-19,103.58890024280083
2011-01-20,103.7744377304282
2011-01-21,103.76107679568022
2011-01-22,103.88098121530045
2011-01-23,103.16028613793442
2011-01-24,103.74713088234407
2011-01-25,103.66665287398298
2011-01-26,103.5611803186997
2011-01-27,102.96360083480323
2011-01-28,103.75173387668445
2011-01-29,103.22840301480215
2011-01-30,104.34696822574723
2011-01-31,105.44944024966574
2011-02-01,105.05318402716416
2011-02-02,105.71115662451935
2011-02-03,105.25980963997816
2011-02-04,105.77352669266098
2011-02-05,105.91985307517156
2011-02-06,106.2684261980725
2011-02-07,106.250317708501
2011-02-08,106.45729543744578
2011-02-09,106.42271113666635
2011-02-10,106.48665462543885
2011-02-11,106.17171386145591
2011-02-12,105.6226709042373
2011-02-13,105.59293725953596
2011-02-14,105.99621073093613
2011-02-15,105.62857065490441
2011-02-16,105.56763765341981
2011-02-17,105.055585313217
2011-02-18,104.67292979944109
2011-02-19,103.23809702155738
2011-02-20,102.36512534697148
2011-02-21,102.84394286894853
2011-02-22,103.07226342984488
2011-02-23,103.7247812216123
2011-02-24,103.62020382354712
2011-02-25,103.58769548313307
2011-02-26,103.79916035373802
2011-02-27,103.63256548309963
2011-02-28,104.09162369600251
2011-03-01,103.7717244994887
2011-03-02,104.4960471462979
2011-03-03,104.26486102715751
2011-03-04,104.7479470572072
2011-03-05,104.56323752613088
2011-03-06,103.74821256552428
2011-03-07,103.51792126634871
2011-03-08,104.08501237453413
2011-03-09,103.53232568664517
2011-03-10,103.42892304424905
2011-03-11,103.95321939664312
2011-03-12,104.24617189629986
2011-03-13,104.33602792244014
2011-03-14,105.05494301361162
2011-03-15,105.25941258068954
2011-03-16,105.33441337740564
2011-03-17,105.81800109017038
2011-03-18,105.99851513845606
2011-03-19,105.56678799702641
2011-03-20,105.10213822555488
2011-03-21,104.77621036292804
2011-03-22,104.40264802155006
2011-03-23,104.4154144834539
2011-03-24,103.84862534293894
2011-03-25,103.41239075744075
2011-03-26,102.52396172968884
2011-03-27,102.50490862579689
2011-03-28,102.94995845736166
2011-03-29,102.72221925512936
2011-03-30,101.74116252327391
2011-03-31,102.25638886303321
2011-04-01,102.48531235810543
2011-04-02,102.38154443718268
2011-04-03,102.91321186905236
2011-04-04,102.47500281894617
2011-04-05,103.05344534653929
2011-04-06,103.05565322742719
2011-04-07,101.7411886223908
2011-04-08,101.0820245711983
2011-04-09,101.1704905646569
2011-04-10,100.44460708248685
2011-04-11,101.22266242591962
2011-04-12,101.4184003718124
2011-04-13,101.68685145501945
2011-04-14,102.2194326865414
2011-04-15,102.94880482417857
2011-04-16,102.82697442359418
2011-04-17,102.95439168965936
2011-04-18,103.20140703907583
2011-04-19,103.93340042844083
2011-04-20,104.25484389475423
2011-04-21,104.69592189111489
2011-04-22,105.55143756383292
2011-04-23,105.87066484254338
2011-04-24,106.06574481798697
2011-04-25,106.31425239563237
2011-04-26,106.16060802599429
2011-04-27,105.5376193960707
2011-04-28,105.49090851020746
2011-04-29,105.57263780663126
2011-04-30,105.27797963198601
2011-05-01,105.17571580789856
2011-05-02,104.8771700760674
2011-05-03,104.40402134391644
2011-05-04,104.07408167153666
2011-05-05,103.42161203605849
2011-05-06,103.13996190401843
2011-05-07,102.33890228285772
2011-05-08,102.80860825010714
2011-05-09,102.79946500281787
2011-05-10,101.80502996083392
2011-05-11,101.76634795896173
2011-05-12,102.88203062749031
2011-05-13,104.16460547443553
2011-05-14,104.22802259520354
2011-05-15,104.5028161871207
2011-05-16,104.67556141316221
2011-05-17,104.73659130790547
2011-05-18,105.14617689117178
2011-05-19,104.97743467709815
2011-05-20,104.75875379620005
2011-05-21,104.12440440353063
2011-05-22,103.91627001610561
2011-05-23,103.43687072857878
2011-05-24,103.39307629917671
2011-05-25,102.93344500896376
2011-05-26,103.12123481404373
2011-05-27,103.46738173007385
2011-05-28,103.50138093640044
2011-05-29,103.73885258938999
2011-05-30,103.09797402328975
2011-05-31,103.32629912209931
2011-06-01,103.89345903331876
2011-06-02,103.59709032877184
2011-06-03,103.83551851695425
2011-06-04,103.81135332986355
2011-06-05,103.81398199777463
2011-06-06,103.59820929407813
2011-06-07,104.1231783397305
2011-06-08,104.40236542151283
2011-06-09,104.20045582566874
2011-06-10,104.43636640584282
2011-06-11,104.52230609180559
2011-06-12,104.57476993942738
2011-06-13,105.16345608427582
2011-06-14,105.3976199713828
2011-06-15,105.85005669728599
2011-06-16,105.75214593146976
2011-06-17,106.3434743574685
2011-06-18,107.09064938771652
2011-06-19,106.93491103650695
2011-06-20,106.5598046307615
2011-06-21,106.5222839642499
2011-06-22,106.11864154859703
2011-06-23,106.31912363013716
2011-06-24,106.41792900448961
2011-06-25,105.95538433667231
2011-06-26,106.19535752154235
2011-06-27,106.08467810900406
2011-06-28,106.81683977586154
2011-06-29,107.94774918228632
2011-06-30,107.0439426518923
2011-07-01,107.40649699229428
2011-07-02,107.32567077920521
2011-07-03,107.598357688438
2011-07-04,107.84626640882966
2011-07-05,108.88484943056336
2011-07-06,109.33745051654462
2011-07-07,109.07179183195954
2011-07-08,109.38355366836177
2011-07-09,108.89930078546297
2011-07-10,108.0992830794044
2011-07-11,109.48875744234834
2011-07-12,108.2615487668757
2011-07-13,108.45098593044118
2011-07-14,107.63520299703482
2011-07-15,108.02454171888847
2011-07-16,108.30674713145612
2011-07-17,107.84640940081154
2011-07-18,107.9046255646936
2011-07-19,107.18021916949667
2011-07-20,107.54073856009072
2011-07-21,107.67358627973611
2011-07-22,108.51162106358767
2011-07-23,107.85652045667744
2011-07-24,107.75587753178061
2011-07-25,107.59112697149142
2011-07-26,108.71771516912435
2011-07-27,109.5779868388536
2011-07-28,109.33287814979539
2011-07-29,108.9405303134408
2011-07-30,108.43081247246865
2011-07-31,109.52428212933208
2011-08-01,109.7049735540712
2011-08-02,109.4102787215522
2011-08-03,109.94943031018538
2011-08-04,109.9082495260312
2011-08-05,109.7494754330996
2011-08-06,109.327297130722
2011-08-07,109.68932551286512
2011-08-08,109.52983305132389
2011-08-09,109.44564805220705
2011-08-10,109.84787970243022
2011-08-11,110.09146680559915
2011-08-12,110.13855275281459
2011-08-13,110.86881231058534
2011-08-14,110.83413206405967
2011-08-15,112.44703084139043
2011-08-16,111.70586905787061
2011-08-17,111.19174518304831
2011-08-18,112.42530242153433
2011-08-19,112.50072080817542
2011-08-20,112.48720916546596
2011-08-21,112.00624090473693
2011-08-22,113.01886246737689
2011-08-23,113.47798439515131
2011-08-24,113.71255494148953
2011-08-25,113.29766976417343
2011-08-26,112.69770760378337
2011-08-27,112.64090907836504
2011-08-28,112.68781576876026
2011-08-29,112.90071822375769
2011-08-30,113.67208906646569
2011-08-31,113.13483787531786
2011-09-01,112.19561189380897
2011-09-02,112.27604228909509
2011-09-03,112.57238229341829
2011-09-04,112.24761965215768
2011-09-05,112.24371210964506
2011-09-06,112.4602310445846
2011-09-07,112.2838724398121
2011-09-08,112.5299146046222
2011-09-09,112.51344772436931
2011-09-10,112.40462094070622
2011-09-11,112.43074324941722
2011-09-12,112.68737665122408
2011-09-13,113.38849047599587
2011-09-14,113.53359742217279
2011-09-15,112.86293253341147
2011-09-16,113.08435029271844
2011-09-17,112.22452824769766
2011-09-18,111.3132522961604
2011-09-19,110.17867062985623
2011-09-20,110.97528454825989
2011-09-21,109.96793452830347
2011-09-22,110.40810444691496
2011-09-23,109.89998301159685
2011-09-24,110.0980993106579
2011-09-25,110.93784200804893
2011-09-26,111.96007442497186
2011-09-27,111.82662853061616
2011-09-28,112.45777242215276
2011-09-29,112.25496077640844
2011-09-30,112.25028240105107
2011-10-01,111.39796840311695
2011-10-02,110.59591908171198
2011-10-03,110.00510489842634
2011-10-04,110.43559058344195
2011-10-05,110.19374295754434
2011-10-06,110.82288025997941
2011-10-07,110.76456000597031
2011-10-08,110.67277958976409
2011-10-09,110.10575164944696
2011-10-10,109.66387269415397
2011-10-11,108.62624167155258
2011-10-12,109.14463349256134
2011-10-13,109.03389263851729
2011-10-14,109.41318462283014
2011-10-15,108.61991715380148
2011-10-16,108.54445046599075
2011-10-17,108.61234860603544
2011-10-18,108.18972876094641
2011-10-19,108.646923097599
2011-10-20,108.25160112101729
2011-10-21,107.51751043846221
2011-10-22,107.53690307118742
2011-10-23,107.78342970959392
2011-10-24,107.22875996910362
2011-10-25,107.68014379111546
2011-10-26,107.44806914271187
2011-10-27,108.46206165767964
2011-10-28,107.86188155693459
2011-10-29,107.85674197171437
2011-10-30,108.72769181366462
2011-10-31,109.15386417926484
2011-11-01,109.40309445040796
2011-11-02,108.61331247877017
2011-11-03,108.46919205414068
2011-11-04,108.88782737901481
2011-11-05,109.60832666990463
2011-11-06,109.83816151767681
2011-11-07,109.88207168249062
2011-11-08,111.96238749895062
2011-11-09,111.33301059517595
2011-11-10,111.81291880382088
2011-11-11,112.30052439775604
2011-11-12,112.66208173790892
2011-11-13,112.25931816003767
2011-11-14,112.99983778035549
2011-11-15,113.08044471724416
2011-11-16,113.20963533018953
2011-11-17,113.29317323734462
2011-11-18,113.4942376520284
2011-11-19,112.79927365412306
2011-11-20,112.81788211117818
2011-11-21,112.93575891851518
2011-11-22,113.00889970101788
2011-11-23,113.23898985623337
2011-11-24,112.88281196939329
2011-11-25,113.77728418779523
2011-11-26,113.41481165301082
2011-11-27,113.29715812794232
2011-11-28,113.28417012992489
2011-11-29,112.18512789092591
2011-11-30,112.46718119689835
2011-12-01,112.52031747018654
2011-12-02,112.55638579419964
2011-12-03,112.87088038819866
2011-12-04,112.4513732780891
2011-12-05,112.15984473834995
2011-12-06,111.75869368174678
2011-12-07,111.48278955081344
2011-12-08,110.25572954761019
2011-12-09,109.74365744863634
2011-12-10,109.62645133810132
2011-12-11,110.28469196384722
2011-12-12,109.95296652918655
2011-12-13,111.20645818550048
2011-12-14,112.16155964897648
2011-12-15,112.49665941267688
2011-12-16,112.89217911490096
2011-12-17,112.78375362932758
2011-12-18,112.59693840553162
2011-12-19,112.9265157480057
2011-12-20,113.28596169013288
2011-12-21,113.10307167286231
2011-12-22,113.2542194374073
2011-12-23,113.79969515868741
2011-12-24,114.34969497951553
2011-12-25,115.67328059486239
2011-12-26,115.402345570368
2011-12-27,116.14006392324865
2011-12-28,115.90925983922446
2011-12-29,115.5342966754645
2011-12-30,114.84377715094536
2011-12-31,115.73865982512947
2012-01-01,115.51009304240824
2012-01-02,115.2161090085717
2012-01-03,114.3442662577225
2012-01-04,114.13850668806451
2012-01-05,114.48383917046385
2012-01-06,115.1217282781835
2012-01-07,115.64621159774615
2012-01-08,115.86866075079124
2012-01-09,115.16303465786257
2012-01-10,114.83783816919077
2012-01-11,115.30722148194302
2012-01-12,115.6658990314829
2012-01-13,115.72265044583006
2012-01-14,115.82474018437784
2012-01-15,115.34078125256823
2012-01-16,116.71721086047293
2012-01-17,117.09946889809484
2012-01-18,116.99571716036681
2012-01-19,116.9408769989478
2012-01-20,116.69557395338953
2012-01-21,116.22753637267644
2012-01-22,115.87056053046207
2012-01-23,114.76602231508448
2012-01-24,114.93640742615352
2012-01-25,115.72073903129893
2012-01-26,115.52755290239223
2012-01-27,116.14243276346272
2012-01-28,116.59257269266455
2012-01-29,117.14574194043941
2012-01-30,117.42154025210117
2012-01-31,116.99228229690344
2012-02-01,117.48951791529959
2012-02-02,118.64249602494654
2012-02-03,117.62041859467274
2012-02-04,118.16544576927821
2012-02-05,117.77756828271808
2012-02-06,118.3982815458701
2012-02-07,118.41728469648646
2012-02-08,117.87413562333458
2012-02-09,118.70631980169514
2012-02-10,117.8046091326905
2012-02-11,118.19673580593964
2012-02-12,118.44036201363701
2012-02-13,118.79708910167398
2012-02-14,119.92254442424925
2012-02-15,120.11350341573306
2012-02-16,120.72242626793872
2012-02-17,120.49572584586517
2012-02-18,120.53629760598625
2012-02-19,119.44308977600117
2012-02-20,119.75077717427531
2012-02-21,119.60030460601325
2012-02-22,118.3228588356313
2012-02-23,118.61654785111003
2012-02-24,119.20391144930436
2012-02-25,118.654303554218
2012-02-26,118.61384693372916
2012-02-27,118.83598252552281
2012-02-28,118.32268896116653
2012-02-29,118.69975813484376
2012-03-01,120.00820797961111
2012-03-02,120.6876293185535
2012-03-03,120.38860192659354
2012-03-04,119.49575006759585
2012-03-05,119.07860271301236
2012-03-06,119.2924352710597
2012-03-07,119.34727445686397
2012-03-08,118.71130554374558
2012-03-09,118.8446661795641
2012-03-10,118.7927288715399
2012-03-11,119.19716998448826
2012-03-12,119.04282168683673
2012-03-13,118.41404108724838
2012-03-14,117.26208738823432
2012-03-15,117.35845147112447
2012-03-16,116.97042732377909
2012-03-17,115.32614926989197
2012-03-18,115.40328502749699
2012-03-19,114.83613347330834
2012-03-20,115.32753259551735
2012-03-21,114.58408194523051
2012-03-22,115.33879974586345
2012-03-23,116.18707919837112
2012-03-24,116.20264080496909
2012-03-25,117.19681903393322
2012-03-26,117.43218718153383
2012-03-27,117.63277232854921
2012-03-28,118.31251044648184
2012-03-29,118.12427559064214
2012-03-30,118.01213163475848
2012-03-31,117.24726620496885
2012-04-01,117.4574402423822
2012-04-02,117.34137992823321
2012-04-03,116.49905090548994
2012-04-04,116.33597886315157
2012-04-05,116.04185435400329
2012-04-06,116.033110514998
2012-04-07,115.74760079652397
2012-04-08,116.50055596123958
2012-04-09,116.55709118112587
2012-04-10,116.31691925213512
2012-04-11,116.14958958960287
2012-04-12,116.74370259608868
2012-04-13,116.87099477726859
2012-04-14,117.47435071487399
2012-04-15,118.77326673255475
2012-04-16,119.08159153589715
2012-04-17,119.5266587224821
2012-04-18,119.6787366948085
2012-04-19,120.63781190593659
2012-04-20,120.81974372304165
2012-04-21,120.23731682162762
2012-04-22,121.12720606366861
2012-04-23,121.70135595234603
2012-04-24,121.07364404088756
2012-04-25,118.94551817656176
2012-04-26,120.8631119756672
2012-04-27,119.65037638495852
2012-04-28,119.853194351386
2012-04-29,119.4555645893947
2012-04-30,119.48038275506153
2012-05-01,119.17257944853151
2012-05-02,119.56182210645142
2012-05-03,119.61788532803068
2012-05-04,119.8984800083817
2012-05-05,119.76220414275136
2012-05-06,119.427292155934
2012-05-07,119.47698813511273
2012-05-08,120.40672706286503
2012-05-09,121.08539648341736
2012-05-10,121.00434684890912
2012-05-11,120.00376959512487
2012-05-12,120.32026310684319
2012-05-13,121.36937939287516
2012-05-14,121.25983556175184
2012-05-15,120.70988400182388
2012-05-16,120.5816968629789
2012-05-17,120.05682463491046
2012-05-18,119.60930137880987
2012-05-19,119.70501635367275
2012-05-20,119.6410250675338
2012-05-21,119.50457924959008
2012-05-22,120.33598129958956
2012-05-23,119.91944659651553
2012-05-24,119.84355741121595
2012-05-25,119.750407528821
2012-05-26,119.53011843165366
2012-05-27,120.61672037464729
2012-05-28,121.08799081238544
2012-05-29,121.7086897357888
2012-05-30,121.66873419834153
2012-05-31,121.31299414541903
2012-06-01,120.80777553054318
2012-06-02,121.04278183474248
2012-06-03,121.17479447795002
2012-06-04,120.26744685571644
2012-06-05,122.10298018599657
2012-06-06,121.87916050296951
2012-06-07,122.33458823826876
2012-06-08,123.8382992219254
2012-06-09,122.83673963209161
2012-06-10,123.36169417578537
2012-06-11,122.73264027923318
2012-06-12,123.08915465788066
2012-06-13,123.00659191138628
2012-06-14,122.92352214935596
2012-06-15,121.86657359329149
2012-06-16,121.99089484293806
2012-06-17,121.99486792577329
2012-06-18,121.84269280145197
2012-06-19,122.10796341493997
2012-06-20,122.37918216866794
2012-06-21,121.99373028876033
2012-06-22,121.61799257914465
2012-06-23,120.33245996736106
2012-06-24,120.03672269057124
2012-06-25,119.83446480021746
2012-06-26,119.81302908267514
2012-06-27,120.06525323642985
2012-06-28,120.62312673995015
2012-06-29,121.20260443265349
2012-06-30,121.8334289200383
2012-07-01,122.15458308120614
2012-07-02,122.15750443968754
2012-07-03,122.8649306608128
2012-07-04,123.23332231448505
2012-07-05,123.93405390036129
2012-07-06,122.70167768796256
2012-07-07,123.21589840874945
2012-07-08,123.57186002812308
2012-07-09,124.31253241743437
2012-07-10,124.31911014059405
2012-07-11,124.23515789939631
2012-07-12,124.17701473740004
2012-07-13,125.49467905560341
2012-07-14,125.59581056338244
2012-07-15,125.42277236222526
2012-07-16,125.43883642402362
2012-07-17,125.49366223162592
2012-07-18,125.34659580346326
2012-07-19,125.48095678370375
2012-07-20,125.99062573797883
2012-07-21,125.9561533933313
2012-07-22,126.54752284244633
2012-07-23,126.86986330151606
2012-07-24,127.61212869724294
2012-07-25,128.2185496970031
2012-07-26,128.008963177482
2012-07-27,127.6821696049442
2012-07-28,127.56130962068659
2012-07-29,127.14309127854362
2012-07-30,128.97777137790584
2012-07-31,128.22376558801227
2012-08-01,128.0983552472092
2012-08-02,128.29947767405562
2012-08-03,128.14665794716686
2012-08-04,128.69062505696488
2012-08-05,128.49616470482263
2012-08-06,128.25544727437745
2012-08-07,128.37976602970068
2012-08-08,129.27450389159992
2012-08-09,129.4315580789526
2012-08-10,129.92831445906737
2012-08-11,129.97933709383545
2012-08-12,129.73107516586646
2012-08-13,128.74861302801767
2012-08-14,127.61984121970525
2012-08-15,127.42044296371084
2012-08-16,127.79670403775513
2012-08-17,128.51268763227728
2012-08-18,130.01881276433724
2012-08-19,130.7039548161603
2012-08-20,129.6085590518357
2012-08-21,128.65790426320748
2012-08-22,129.19988954675355
