date,price1,price2,price3
2011-03-23,289.993042,384.7385437458633,506.5049078571831
2011-03-24,292.34921299999996,380.93535792919045,504.2173731436694
2011-03-25,288.78756699999997,378.508377365088,507.278958409757
2011-03-28,286.605743,381.432709675809,507.21643402500627
2011-03-29,289.778839,381.23512762518436,509.54418153846666
2011-03-30,289.833618,383.430015118239,511.92590567832974
2011-03-31,292.284454,385.68107920080377,509.73896335157485
2011-04-01,294.795044,383.36567905912057,500.338281643609
2011-04-04,292.74273700000003,373.8387440194427,502.7276238179013
2011-04-05,283.482452,376.10403954762995,505.4748383156098
2011-04-06,286.017944,378.72941624873727,504.40064275520376
2011-04-07,288.91705299999995,377.535593866599,503.8437609320783
2011-04-08,288.00048799999996,376.8612982834068,500.3073148181641
2011-04-11,287.606964,373.2096535192827,502.95696156153053
2011-04-12,284.239594,375.7463187318464,503.887285485983
2011-04-13,287.06402599999996,376.5658802157779,479.8854060906534
2011-04-14,288.17483500000003,352.4554594023733,477.77072904958584
2011-04-15,264.359131,350.23446385909705,474.9281212113152
2011-04-18,262.43631,347.2877622891272,476.8170965984405
2011-04-19,259.791229,349.07487053089653,476.29444640719134
2011-04-20,261.883392,348.45258155762747,476.05506600698976
2011-04-21,261.56958,348.11579247686274,479.7054409400047
2011-04-25,261.544678,351.67099052998964,481.9404989207013
2011-04-26,265.415161,353.8131050917596,481.81374783538445
2011-04-27,267.875946,353.5956456698029,484.630373741736
2011-04-28,267.98053,356.32379990413733,481.62821286834594
2011-04-29,271.034088,353.2354055666722,479.0538266142385
2011-05-02,268.274445,350.57702556070717,479.74664354839183
2011-05-03,265.948151,351.1880899204257,478.7302654092517
2011-05-04,266.894623,350.09220181038324,478.9786121042399
2011-05-05,266.137451,350.26328252499115,479.8938867092568
2011-05-06,266.650543,351.1035364879943,482.09878146817744
2011-05-09,267.83609,353.2356572519443,478.2259697923431
2011-05-10,270.316772,349.2923194976679,477.73994126004607
2011-05-11,266.72525,348.73801403372966,474.70793861600924
2011-05-12,266.52600099999995,345.6399847958903,468.8659977708598
2011-05-13,263.786255,339.7342688465593,474.5603538005975
2011-05-16,258.242035,345.3671023742433,473.9279519460573
2011-05-17,264.239563,344.67543169298926,474.33123361236596
2011-05-18,263.915771,345.0216992418222,470.4152613683936
2011-05-19,264.633087,341.05096858417915,467.28097094619926
2011-05-20,261.03656,337.8641764073368,466.8859872404713
2011-05-23,258.22711200000003,337.4189485218356,467.25275430796194
2011-05-24,258.162354,337.7377298608983,466.14468336691647
2011-05-25,258.864716,336.58393247984367,467.17821479649683
2011-05-26,258.097595,337.5739975554957,470.8714281362
2011-05-27,259.477417,341.22600538558794,468.81088708527074
2011-05-31,263.522247,339.1265203881631,469.6740655021091
2011-06-01,261.818634,339.9530171009679,466.82587640367194
2011-06-02,263.044037,337.07040918084294,465.4468789648704
2011-06-03,260.563354,335.6592564031087,464.0576245179602
2011-06-06,259.55712900000003,334.2401106609459,463.7440985519287
2011-06-07,258.545898,333.8989579647719,462.14019671187475
2011-06-08,258.615631,332.2696944416125,458.14998579838436
2011-06-09,257.400208,328.2563873344683,455.3700417669012
2011-06-10,253.80367999999999,325.4556130016781,456.7792007270911
2011-06-13,251.42260699999997,326.8462079162761,453.6701269422022
2011-06-14,253.235809,323.7208366653457,451.9706028284194
2011-06-15,250.535934,322.00728194936823,443.9047949542137
2011-06-16,249.250748,313.9297105815678,443.261050039687
2011-06-17,241.60440099999997,313.2764694872511,447.02568495591095
2011-06-20,241.385223,317.0338757031433,443.6071307242612
2011-06-21,245.57951400000002,313.610360376719,439.7850235157468
2011-06-22,242.595688,309.7855597655297,436.68018365033413
2011-06-23,239.213364,306.68029423652615,440.1755475962662
2011-06-24,236.553345,310.1775002653767,445.1254439693771
2011-06-27,240.49855,315.1315064357817,446.61829753240056
2011-06-28,245.90329,316.6307374387828,450.54205219427524
2011-06-29,247.855972,320.563137072069,457.3699610094436
2011-06-30,252.24452200000002,327.4019582392781,462.57897217714674
2011-07-01,259.542175,332.6241489492938,463.55394404071455
2011-07-05,265.225861,333.61456731553903,468.66846208685
2011-07-06,266.68042,338.7467985552648,460.9013959449104
2011-07-07,272.279419,330.9997119888353,458.0609923861822
2011-07-08,265.001709,328.18155403900914,460.9143593231521
2011-07-11,262.65551800000003,331.0594322302157,462.5275558087731
2011-07-12,266.00793500000003,332.6994051878283,457.3762790357265
2011-07-13,268.125,327.5771696374335,491.07462333567776
2011-07-14,263.482391,361.30681940409545,489.22139317853
2011-07-15,297.694183,359.4871584116177,492.48924617167074
2011-07-18,296.359161,362.79084368180014,488.37502905921565
2011-07-19,300.149963,358.7147213336922,493.6409057212469
2011-07-20,296.563416,364.02095458284265,498.70288217304767
2011-07-21,302.361664,369.1255487405457,498.5347655643321
2011-07-22,307.960693,369.00231021308264,499.75180817846956
2011-07-25,308.33429,370.26649050096,491.57940343170696
2011-07-26,310.097687,362.1434821981447,492.8768568723847
2011-07-27,302.476257,363.4925899912947,488.7052521801486
2011-07-28,304.329285,359.3748966589862,489.6747811651589
2011-07-29,300.717834,360.4005930709377,481.94735976729294
2011-08-01,302.252075,352.7315941872297,485.74224605534516
2011-08-02,295.09390299999995,356.58715705752155,473.3831322262223
2011-08-03,299.462555,344.29097282026447,473.5575686041347
2011-08-04,287.68170200000003,344.5305907019111,456.5220176397828
2011-08-05,288.438873,327.5624720161215,469.5742599095405
2011-08-08,271.990509,340.68439616296627,456.8237831146336
2011-08-09,285.634369,328.0058496281252,462.7588920803149
2011-08-10,273.479919,334.0151359820839,462.97103775503444
2011-08-11,280.015442,334.3037048793259,459.10413320960697
2011-08-12,280.832367,330.5154680575224,449.40972663637376
2011-08-15,277.574585,320.9019723367178,445.8778913483623
2011-08-16,268.493622,317.45328961851294,431.17367377844124
2011-08-17,265.579529,302.83446488524487,423.5934674784711
2011-08-18,251.49732999999998,295.3418901991628,426.5744291184518
2011-08-19,244.543396,298.4127207016016,436.2261404856666
2011-08-22,248.15486099999998,308.1565366121523,437.81389748382105
2011-08-23,258.441284,309.8386322278289,435.55191113218
2011-08-24,260.667938,307.67321692223265,438.3019905646995
2011-08-25,259.049011,310.5220981447131,443.7378650291554
2011-08-26,262.44628900000004,316.05900341952605,443.8894338862688
2011-08-29,268.533478,316.3138303449891,443.35947460882744
2011-08-30,269.340454,315.8893545926337,438.4817497808039
2011-08-31,269.469971,311.11933690635465,433.99850109646945
2011-09-01,265.255768,306.74601710155633,432.0019173595057
2011-09-02,261.440063,304.8615820642969,437.229294482112
2011-09-06,260.115021,310.20332575042926,437.01308548410907
2011-09-07,266.017914,310.10369918473884,431.29356049204057
2011-09-08,266.481171,304.5029704600798,433.23141873826967
2011-09-09,261.445038,306.5618367365072,432.2413895600737
2011-09-12,264.07018999999997,305.69502524040786,432.8165983987347
2011-09-13,263.771332,306.3956592636276,437.34314879862694
2011-09-14,265.041565,311.04984016259635,438.6927994063012
2011-09-15,270.266968,312.5293243574506,437.98138996956686
2011-09-16,272.319275,311.9499493311541,437.25127233656826
2011-09-19,272.314301,311.35406462861414,432.8362424548613
2011-09-20,272.294373,307.075463855798,422.8832063704841
2011-09-21,268.59326200000004,297.2610506788446,424.57785922702675
2011-09-22,259.35784900000004,299.09651782317565,427.0310032646968
2011-09-23,261.773804,301.69266507260346,430.0135088193817
2011-09-26,264.951904,304.8203602684363,424.0509143217098
2011-09-27,268.66299399999997,299.0051393085825,422.6476682961063
2011-09-28,263.432587,297.75144814665117,415.7015953598486
2011-09-29,262.765106,290.95710879105184,405.23521022211685
2011-09-30,256.55835,280.64463330409086,407.66695268304284
2011-10-03,246.834808,283.2324588010665,408.3119096327561
2011-10-04,250.012894,284.0356694493617,412.5449560504271
2011-10-05,251.407669,288.4291374675347,411.99249100330763
2011-10-06,256.393982,288.03925912440775,422.21623064576846
2011-10-07,256.598206,298.4277477381537,424.44655021833506
2011-10-10,267.58203100000003,300.82497567538087,426.3298360467203
2011-10-11,270.575806,302.8773263502161,430.78512254085445
2011-10-12,273.225891,307.50383122338553,446.29568119391297
2011-10-13,278.451294,323.18775880129374,440.90130358134184
2011-10-14,294.73526,317.9688976351013,444.15627535988057
2011-10-17,290.117554,321.4015303198004,438.4864672665825
2011-10-18,294.152435,315.91152449328865,439.17962511783287
2011-10-19,289.26574700000003,316.78662283544116,441.78744180836514
2011-10-20,290.745209,319.5785150671818,443.9487683102739
2011-10-21,294.142487,321.9260489495511,436.54784867202716
2011-10-24,297.096405,314.71346528277473,437.3181700174746
2011-10-25,290.49118,315.67424790532857,442.6732725448552
2011-10-26,292.060272,321.22193369300334,442.6007005258019
2011-10-27,298.217194,321.3440635579676,438.0568723043449
2011-10-28,298.949463,316.99705244782905,430.27719829591166
2011-10-31,295.21347000000003,309.41630734469464,432.5369129863267
2011-11-01,288.244598,311.8770592642294,438.0366049308076
2011-11-02,291.318054,317.57989325471357,436.5396087529604
2011-11-03,297.63439900000003,316.2881403960989,441.7894501437729
2011-11-04,296.95694,321.74532279906384,442.9617248606052
2011-11-07,303.029175,323.1270326040665,436.4599957261796
2011-11-08,305.026672,316.8368289803977,432.70515862756804
2011-11-09,299.35296600000004,313.29560412523205,438.4818165151782
2011-11-10,296.428925,319.2879572626785,439.96187240173737
2011-11-11,303.039124,320.9857876428294,440.8963023612755
2011-11-14,305.355438,322.1400675408086,437.5192025281058
2011-11-15,307.128815,318.9848892558189,431.3947490958038
2011-11-16,304.593323,313.08442511018796,427.5640793161862
2011-11-17,299.31311,309.4798084484143,419.77068849828606
2011-11-18,296.329285,301.9145306362108,418.4504580073285
2011-11-21,289.385315,300.82446905954953,412.6694572637037
2011-11-22,288.91705299999995,295.2756891237038,408.2707607419389
2011-11-23,283.99054,291.1112612522902,419.9592629696698
2011-11-25,280.448822,303.03607588631087,416.47721052660904
2011-11-28,292.996765,299.7923754831932,423.81221104351505
2011-11-29,290.37658700000003,307.3677635158304,430.10870220115845
2011-11-30,298.575867,313.90667347162076,432.5223827292886
2011-12-01,305.739014,316.5647998515071,434.28619240559703
2011-12-02,309.021698,318.5750781690139,432.476087054682
2011-12-05,311.65682999999996,317.0134599492867,431.4109435470101
2011-12-06,310.72033700000003,316.19881772812806,426.87652679787817
2011-12-07,310.531067,311.9169120510357,431.66000576637333
2011-12-08,306.874756,316.95490747223835,429.76629145433265
2011-12-09,312.538544,315.3177105537323,429.0012309053013
2011-12-12,311.527313,314.8111638643174,424.34858620349064
2011-12-13,311.646881,310.4190249786324,424.19202447273483
2011-12-14,307.880981,310.5249564761912,426.49913287544655
2011-12-15,308.613251,313.0965409404172,423.5489326115724
2011-12-16,311.81124900000003,310.41279495767867,426.90807391754805
2011-12-19,309.753967,314.0403641163245,423.74467606525087
2011-12-20,314.008026,311.1473630057179,424.7786173609543
2011-12-21,311.741516,312.4536652152724,425.59143914427943
2011-12-22,313.674286,313.5408073334857,428.2305337871478
2011-12-23,315.387848,316.4561769469755,427.0521026927328
2011-12-27,318.92956499999997,315.555970639514,427.4907442944103
2011-12-28,318.65560899999997,316.2747819910632,428.32612205470946
2011-12-29,320.00054900000003,317.3922695768097,437.13483146426313
2011-12-30,321.744019,326.48502396620097,437.65289704075735
2012-01-03,331.462585,327.28906472198025,432.121894327881
2012-01-04,332.892242,322.04596239922273,426.7287118942749
2012-01-05,328.274536,316.942600544372,412.083547332481
